date,country,series,value,iso3,country_de,country_en
1985-01-31,EU,INDU,-5.8,,Europäische Union,European Union
1985-01-31,EU,CONS,-10.3,,Europäische Union,European Union
1985-01-31,EU,BUIL,-49,,Europäische Union,European Union
1985-01-31,EU,ESI,94.8,,Europäische Union,European Union
1985-01-31,EA,INDU,-5.9,,Euroraum,Euro area
1985-01-31,EA,CONS,-10.5,,Euroraum,Euro area
1985-01-31,EA,RETA,-21,,Euroraum,Euro area
1985-01-31,EA,BUIL,-50.3,,Euroraum,Euro area
1985-01-31,EA,ESI,93.8,,Euroraum,Euro area
1985-01-31,BE,INDU,-11,BEL,Belgien,Belgium
1985-01-31,BE,CONS,-24.7,BEL,Belgien,Belgium
1985-01-31,BE,RETA,-13.4,BEL,Belgien,Belgium
1985-01-31,BE,ESI,80.7,BEL,Belgien,Belgium
1985-01-31,DK,INDU,4.5,DNK,Dänemark,Denmark
1985-01-31,DK,CONS,-0.7,DNK,Dänemark,Denmark
1985-01-31,DK,BUIL,-0.9,DNK,Dänemark,Denmark
1985-01-31,DK,ESI,107.2,DNK,Dänemark,Denmark
1985-01-31,DE,INDU,-4.7,DEU,Deutschland,Germany
1985-01-31,DE,CONS,-7.8,DEU,Deutschland,Germany
1985-01-31,DE,RETA,-20.4,DEU,Deutschland,Germany
1985-01-31,DE,BUIL,-61.1,DEU,Deutschland,Germany
1985-01-31,DE,ESI,97,DEU,Deutschland,Germany
1985-01-31,IE,INDU,7,IRL,Irland,Ireland
1985-01-31,IE,CONS,-21.7,IRL,Irland,Ireland
1985-01-31,IE,BUIL,-35.6,IRL,Irland,Ireland
1985-01-31,IE,ESI,92,IRL,Irland,Ireland
1985-01-31,EL,INDU,-1.5,GRC,Griechenland,Greece
1985-01-31,EL,CONS,-8.1,GRC,Griechenland,Greece
1985-01-31,EL,BUIL,-15.6,GRC,Griechenland,Greece
1985-01-31,EL,ESI,110.2,GRC,Griechenland,Greece
1985-01-31,FR,CONS,-16.3,FRA,Frankreich,France
1985-01-31,FR,RETA,-18.5,FRA,Frankreich,France
1985-01-31,FR,BUIL,-52,FRA,Frankreich,France
1985-01-31,FR,ESI,82.4,FRA,Frankreich,France
1985-01-31,IT,INDU,-9.3,ITA,Italien,Italy
1985-01-31,IT,CONS,-7.1,ITA,Italien,Italy
1985-01-31,IT,BUIL,-40.4,ITA,Italien,Italy
1985-01-31,IT,ESI,86,ITA,Italien,Italy
1985-01-31,LU,INDU,1,LUX,Luxemburg,Luxembourg
1985-01-31,LU,BUIL,-59.9,LUX,Luxemburg,Luxembourg
1985-01-31,LU,ESI,107.4,LUX,Luxemburg,Luxembourg
1985-01-31,NL,INDU,-3.1,NLD,Niederlande,Netherlands
1985-01-31,NL,CONS,-8.5,NLD,Niederlande,Netherlands
1985-01-31,NL,BUIL,-23.1,NLD,Niederlande,Netherlands
1985-01-31,NL,ESI,95.2,NLD,Niederlande,Netherlands
1985-01-31,AT,INDU,-5.3,AUT,Österreich,Austria
1985-01-31,AT,ESI,96.5,AUT,Österreich,Austria
1985-01-31,FI,BUIL,-8.1,FIN,Finnland,Finland
1985-01-31,FI,ESI,97,FIN,Finnland,Finland
1985-01-31,UK,INDU,-2.7,GBR,Großbritannien,United Kingdom
1985-01-31,UK,CONS,-9.9,GBR,Großbritannien,United Kingdom
1985-01-31,UK,RETA,24.9,GBR,Großbritannien,United Kingdom
1985-01-31,UK,BUIL,-27.3,GBR,Großbritannien,United Kingdom
1985-01-31,UK,ESI,101.6,GBR,Großbritannien,United Kingdom
1985-02-28,EU,INDU,-7.4,,Europäische Union,European Union
1985-02-28,EU,CONS,-10.7,,Europäische Union,European Union
1985-02-28,EU,BUIL,-48.6,,Europäische Union,European Union
1985-02-28,EU,ESI,93.5,,Europäische Union,European Union
1985-02-28,EA,INDU,-8.1,,Euroraum,Euro area
1985-02-28,EA,CONS,-10.9,,Euroraum,Euro area
1985-02-28,EA,RETA,-18.3,,Euroraum,Euro area
1985-02-28,EA,BUIL,-51.2,,Euroraum,Euro area
1985-02-28,EA,ESI,92.5,,Euroraum,Euro area
1985-02-28,BE,INDU,-13.8,BEL,Belgien,Belgium
1985-02-28,BE,CONS,-23.6,BEL,Belgien,Belgium
1985-02-28,BE,RETA,-12.4,BEL,Belgien,Belgium
1985-02-28,BE,ESI,79.4,BEL,Belgien,Belgium
1985-02-28,DK,INDU,4.7,DNK,Dänemark,Denmark
1985-02-28,DK,CONS,-0.2,DNK,Dänemark,Denmark
1985-02-28,DK,BUIL,-0.3,DNK,Dänemark,Denmark
1985-02-28,DK,ESI,107.9,DNK,Dänemark,Denmark
1985-02-28,DE,INDU,-5.3,DEU,Deutschland,Germany
1985-02-28,DE,CONS,-8.5,DEU,Deutschland,Germany
1985-02-28,DE,RETA,-16.6,DEU,Deutschland,Germany
1985-02-28,DE,BUIL,-66.7,DEU,Deutschland,Germany
1985-02-28,DE,ESI,96.4,DEU,Deutschland,Germany
1985-02-28,IE,INDU,4.3,IRL,Irland,Ireland
1985-02-28,IE,CONS,-20.5,IRL,Irland,Ireland
1985-02-28,IE,BUIL,-37.1,IRL,Irland,Ireland
1985-02-28,IE,ESI,90.9,IRL,Irland,Ireland
1985-02-28,EL,INDU,-4.9,GRC,Griechenland,Greece
1985-02-28,EL,CONS,-8.1,GRC,Griechenland,Greece
1985-02-28,EL,BUIL,-15.9,GRC,Griechenland,Greece
1985-02-28,EL,ESI,107.6,GRC,Griechenland,Greece
1985-02-28,FR,INDU,-18.7,FRA,Frankreich,France
1985-02-28,FR,CONS,-16.2,FRA,Frankreich,France
1985-02-28,FR,RETA,-20.1,FRA,Frankreich,France
1985-02-28,FR,BUIL,-48.1,FRA,Frankreich,France
1985-02-28,FR,ESI,82.2,FRA,Frankreich,France
1985-02-28,IT,INDU,-7.9,ITA,Italien,Italy
1985-02-28,IT,CONS,-9,ITA,Italien,Italy
1985-02-28,IT,BUIL,-38.7,ITA,Italien,Italy
1985-02-28,IT,ESI,90.6,ITA,Italien,Italy
1985-02-28,LU,INDU,-4.2,LUX,Luxemburg,Luxembourg
1985-02-28,LU,BUIL,-62.4,LUX,Luxemburg,Luxembourg
1985-02-28,LU,ESI,103.6,LUX,Luxemburg,Luxembourg
1985-02-28,NL,INDU,1.9,NLD,Niederlande,Netherlands
1985-02-28,NL,CONS,-8.1,NLD,Niederlande,Netherlands
1985-02-28,NL,BUIL,-18.5,NLD,Niederlande,Netherlands
1985-02-28,NL,ESI,100.6,NLD,Niederlande,Netherlands
1985-02-28,AT,INDU,-5.6,AUT,Österreich,Austria
1985-02-28,AT,ESI,95.9,AUT,Österreich,Austria
1985-02-28,FI,BUIL,-10.5,FIN,Finnland,Finland
1985-02-28,FI,ESI,96.1,FIN,Finnland,Finland
1985-02-28,UK,INDU,-0.5,GBR,Großbritannien,United Kingdom
1985-02-28,UK,CONS,-15.8,GBR,Großbritannien,United Kingdom
1985-02-28,UK,RETA,21.2,GBR,Großbritannien,United Kingdom
1985-02-28,UK,BUIL,-27.7,GBR,Großbritannien,United Kingdom
1985-02-28,UK,ESI,100.7,GBR,Großbritannien,United Kingdom
1985-03-31,EU,INDU,-8.5,,Europäische Union,European Union
1985-03-31,EU,CONS,-11.5,,Europäische Union,European Union
1985-03-31,EU,BUIL,-45.3,,Europäische Union,European Union
1985-03-31,EU,ESI,91.8,,Europäische Union,European Union
1985-03-31,EA,INDU,-9.5,,Euroraum,Euro area
1985-03-31,EA,CONS,-11.9,,Euroraum,Euro area
1985-03-31,EA,RETA,-21.3,,Euroraum,Euro area
1985-03-31,EA,BUIL,-48.4,,Euroraum,Euro area
1985-03-31,EA,ESI,90.4,,Euroraum,Euro area
1985-03-31,BE,INDU,-16.3,BEL,Belgien,Belgium
1985-03-31,BE,CONS,-24.8,BEL,Belgien,Belgium
1985-03-31,BE,RETA,-4.9,BEL,Belgien,Belgium
1985-03-31,BE,ESI,76.3,BEL,Belgien,Belgium
1985-03-31,DK,INDU,4.9,DNK,Dänemark,Denmark
1985-03-31,DK,CONS,-0.3,DNK,Dänemark,Denmark
1985-03-31,DK,BUIL,-0.1,DNK,Dänemark,Denmark
1985-03-31,DK,ESI,108.1,DNK,Dänemark,Denmark
1985-03-31,DE,INDU,-5.3,DEU,Deutschland,Germany
1985-03-31,DE,CONS,-8.9,DEU,Deutschland,Germany
1985-03-31,DE,RETA,-24.5,DEU,Deutschland,Germany
1985-03-31,DE,BUIL,-61.8,DEU,Deutschland,Germany
1985-03-31,DE,ESI,95.9,DEU,Deutschland,Germany
1985-03-31,IE,INDU,6.1,IRL,Irland,Ireland
1985-03-31,IE,CONS,-20.2,IRL,Irland,Ireland
1985-03-31,IE,BUIL,-35.3,IRL,Irland,Ireland
1985-03-31,IE,ESI,92,IRL,Irland,Ireland
1985-03-31,EL,INDU,-8.4,GRC,Griechenland,Greece
1985-03-31,EL,CONS,-8.1,GRC,Griechenland,Greece
1985-03-31,EL,BUIL,-16.1,GRC,Griechenland,Greece
1985-03-31,EL,ESI,104.8,GRC,Griechenland,Greece
1985-03-31,FR,INDU,-19.3,FRA,Frankreich,France
1985-03-31,FR,CONS,-16.9,FRA,Frankreich,France
1985-03-31,FR,RETA,-20.7,FRA,Frankreich,France
1985-03-31,FR,BUIL,-43.7,FRA,Frankreich,France
1985-03-31,FR,ESI,80.1,FRA,Frankreich,France
1985-03-31,IT,INDU,-12.2,ITA,Italien,Italy
1985-03-31,IT,CONS,-12.1,ITA,Italien,Italy
1985-03-31,IT,BUIL,-35.7,ITA,Italien,Italy
1985-03-31,IT,ESI,81.9,ITA,Italien,Italy
1985-03-31,LU,INDU,-3.2,LUX,Luxemburg,Luxembourg
1985-03-31,LU,BUIL,-60.8,LUX,Luxemburg,Luxembourg
1985-03-31,LU,ESI,104.6,LUX,Luxemburg,Luxembourg
1985-03-31,NL,INDU,1.9,NLD,Niederlande,Netherlands
1985-03-31,NL,CONS,-7.5,NLD,Niederlande,Netherlands
1985-03-31,NL,BUIL,-20.6,NLD,Niederlande,Netherlands
1985-03-31,NL,ESI,100.9,NLD,Niederlande,Netherlands
1985-03-31,AT,INDU,-5.7,AUT,Österreich,Austria
1985-03-31,AT,ESI,96.1,AUT,Österreich,Austria
1985-03-31,FI,BUIL,-11,FIN,Finnland,Finland
1985-03-31,FI,ESI,95.9,FIN,Finnland,Finland
1985-03-31,UK,INDU,-0.1,GBR,Großbritannien,United Kingdom
1985-03-31,UK,CONS,-12,GBR,Großbritannien,United Kingdom
1985-03-31,UK,RETA,23.8,GBR,Großbritannien,United Kingdom
1985-03-31,UK,BUIL,-27.3,GBR,Großbritannien,United Kingdom
1985-03-31,UK,ESI,101.9,GBR,Großbritannien,United Kingdom
1985-04-30,EU,INDU,-8,,Europäische Union,European Union
1985-04-30,EU,CONS,-10.9,,Europäische Union,European Union
1985-04-30,EU,BUIL,-43.3,,Europäische Union,European Union
1985-04-30,EU,ESI,92.5,,Europäische Union,European Union
1985-04-30,EA,INDU,-8.8,,Euroraum,Euro area
1985-04-30,EA,CONS,-11.1,,Euroraum,Euro area
1985-04-30,EA,RETA,-19.3,,Euroraum,Euro area
1985-04-30,EA,BUIL,-45.2,,Euroraum,Euro area
1985-04-30,EA,ESI,91.5,,Euroraum,Euro area
1985-04-30,BE,INDU,-15.1,BEL,Belgien,Belgium
1985-04-30,BE,CONS,-23.1,BEL,Belgien,Belgium
1985-04-30,BE,RETA,-3.4,BEL,Belgien,Belgium
1985-04-30,BE,ESI,78.7,BEL,Belgien,Belgium
1985-04-30,DK,INDU,4.9,DNK,Dänemark,Denmark
1985-04-30,DK,CONS,-3.4,DNK,Dänemark,Denmark
1985-04-30,DK,BUIL,-4.1,DNK,Dänemark,Denmark
1985-04-30,DK,ESI,105.9,DNK,Dänemark,Denmark
1985-04-30,DE,INDU,-4.6,DEU,Deutschland,Germany
1985-04-30,DE,CONS,-8.5,DEU,Deutschland,Germany
1985-04-30,DE,RETA,-19,DEU,Deutschland,Germany
1985-04-30,DE,BUIL,-57.8,DEU,Deutschland,Germany
1985-04-30,DE,ESI,97,DEU,Deutschland,Germany
1985-04-30,IE,INDU,5.9,IRL,Irland,Ireland
1985-04-30,IE,CONS,-22.6,IRL,Irland,Ireland
1985-04-30,IE,BUIL,-29.2,IRL,Irland,Ireland
1985-04-30,IE,ESI,91.1,IRL,Irland,Ireland
1985-04-30,EL,INDU,-8.6,GRC,Griechenland,Greece
1985-04-30,EL,CONS,-0.3,GRC,Griechenland,Greece
1985-04-30,EL,BUIL,-21.6,GRC,Griechenland,Greece
1985-04-30,EL,ESI,103.9,GRC,Griechenland,Greece
1985-04-30,FR,INDU,-17.9,FRA,Frankreich,France
1985-04-30,FR,CONS,-14.9,FRA,Frankreich,France
1985-04-30,FR,RETA,-21.5,FRA,Frankreich,France
1985-04-30,FR,BUIL,-39.4,FRA,Frankreich,France
1985-04-30,FR,ESI,83,FRA,Frankreich,France
1985-04-30,IT,INDU,-10.4,ITA,Italien,Italy
1985-04-30,IT,CONS,-10.7,ITA,Italien,Italy
1985-04-30,IT,BUIL,-37.7,ITA,Italien,Italy
1985-04-30,IT,ESI,85.3,ITA,Italien,Italy
1985-04-30,LU,INDU,-2.1,LUX,Luxemburg,Luxembourg
1985-04-30,LU,BUIL,-56.7,LUX,Luxemburg,Luxembourg
1985-04-30,LU,ESI,105.6,LUX,Luxemburg,Luxembourg
1985-04-30,NL,INDU,-1.4,NLD,Niederlande,Netherlands
1985-04-30,NL,CONS,-8.6,NLD,Niederlande,Netherlands
1985-04-30,NL,BUIL,-20.1,NLD,Niederlande,Netherlands
1985-04-30,NL,ESI,97.1,NLD,Niederlande,Netherlands
1985-04-30,AT,INDU,-6.2,AUT,Österreich,Austria
1985-04-30,AT,ESI,94.3,AUT,Österreich,Austria
1985-04-30,FI,BUIL,-13.4,FIN,Finnland,Finland
1985-04-30,FI,ESI,91,FIN,Finnland,Finland
1985-04-30,UK,INDU,4,GBR,Großbritannien,United Kingdom
1985-04-30,UK,CONS,-13.3,GBR,Großbritannien,United Kingdom
1985-04-30,UK,RETA,16.1,GBR,Großbritannien,United Kingdom
1985-04-30,UK,BUIL,-21.1,GBR,Großbritannien,United Kingdom
1985-04-30,UK,ESI,104,GBR,Großbritannien,United Kingdom
1985-05-31,EU,INDU,-7.1,,Europäische Union,European Union
1985-05-31,EU,CONS,-11.3,,Europäische Union,European Union
1985-05-31,EU,BUIL,-43.6,,Europäische Union,European Union
1985-05-31,EU,ESI,93.6,,Europäische Union,European Union
1985-05-31,EA,INDU,-7.7,,Euroraum,Euro area
1985-05-31,EA,CONS,-11.5,,Euroraum,Euro area
1985-05-31,EA,RETA,-17.1,,Euroraum,Euro area
1985-05-31,EA,BUIL,-45.2,,Euroraum,Euro area
1985-05-31,EA,ESI,92.7,,Euroraum,Euro area
1985-05-31,BE,INDU,-17.9,BEL,Belgien,Belgium
1985-05-31,BE,CONS,-23.7,BEL,Belgien,Belgium
1985-05-31,BE,RETA,-2.2,BEL,Belgien,Belgium
1985-05-31,BE,ESI,75.5,BEL,Belgien,Belgium
1985-05-31,DK,INDU,4.7,DNK,Dänemark,Denmark
1985-05-31,DK,CONS,-3.8,DNK,Dänemark,Denmark
1985-05-31,DK,BUIL,-4.1,DNK,Dänemark,Denmark
1985-05-31,DK,ESI,105.5,DNK,Dänemark,Denmark
1985-05-31,DE,INDU,-2.9,DEU,Deutschland,Germany
1985-05-31,DE,CONS,-8.2,DEU,Deutschland,Germany
1985-05-31,DE,RETA,-14.7,DEU,Deutschland,Germany
1985-05-31,DE,BUIL,-58.4,DEU,Deutschland,Germany
1985-05-31,DE,ESI,98.5,DEU,Deutschland,Germany
1985-05-31,IE,INDU,9.1,IRL,Irland,Ireland
1985-05-31,IE,CONS,-22.5,IRL,Irland,Ireland
1985-05-31,IE,BUIL,-30,IRL,Irland,Ireland
1985-05-31,IE,ESI,93.6,IRL,Irland,Ireland
1985-05-31,EL,INDU,-7.1,GRC,Griechenland,Greece
1985-05-31,EL,CONS,-0.3,GRC,Griechenland,Greece
1985-05-31,EL,BUIL,-21.6,GRC,Griechenland,Greece
1985-05-31,EL,ESI,104.8,GRC,Griechenland,Greece
1985-05-31,FR,INDU,-19.2,FRA,Frankreich,France
1985-05-31,FR,CONS,-15.7,FRA,Frankreich,France
1985-05-31,FR,RETA,-20.9,FRA,Frankreich,France
1985-05-31,FR,BUIL,-38.1,FRA,Frankreich,France
1985-05-31,FR,ESI,81.1,FRA,Frankreich,France
1985-05-31,IT,INDU,-9.3,ITA,Italien,Italy
1985-05-31,IT,CONS,-11.4,ITA,Italien,Italy
1985-05-31,IT,BUIL,-34.2,ITA,Italien,Italy
1985-05-31,IT,ESI,88.1,ITA,Italien,Italy
1985-05-31,LU,INDU,-4.4,LUX,Luxemburg,Luxembourg
1985-05-31,LU,BUIL,-51.6,LUX,Luxemburg,Luxembourg
1985-05-31,LU,ESI,104.1,LUX,Luxemburg,Luxembourg
1985-05-31,NL,INDU,-1.7,NLD,Niederlande,Netherlands
1985-05-31,NL,CONS,-8.9,NLD,Niederlande,Netherlands
1985-05-31,NL,BUIL,-23.9,NLD,Niederlande,Netherlands
1985-05-31,NL,ESI,96.8,NLD,Niederlande,Netherlands
1985-05-31,AT,INDU,-6.2,AUT,Österreich,Austria
1985-05-31,AT,ESI,94.2,AUT,Österreich,Austria
1985-05-31,FI,BUIL,-15.7,FIN,Finnland,Finland
1985-05-31,FI,ESI,90.7,FIN,Finnland,Finland
1985-05-31,UK,INDU,1.6,GBR,Großbritannien,United Kingdom
1985-05-31,UK,CONS,-14.4,GBR,Großbritannien,United Kingdom
1985-05-31,UK,RETA,8,GBR,Großbritannien,United Kingdom
1985-05-31,UK,BUIL,-20.6,GBR,Großbritannien,United Kingdom
1985-05-31,UK,ESI,101.3,GBR,Großbritannien,United Kingdom
1985-06-30,EU,INDU,-7.3,,Europäische Union,European Union
1985-06-30,EU,CONS,-11.6,,Europäische Union,European Union
1985-06-30,EU,BUIL,-41.3,,Europäische Union,European Union
1985-06-30,EU,ESI,93,,Europäische Union,European Union
1985-06-30,EA,INDU,-7.9,,Euroraum,Euro area
1985-06-30,EA,CONS,-11.9,,Euroraum,Euro area
1985-06-30,EA,RETA,-15.2,,Euroraum,Euro area
1985-06-30,EA,BUIL,-43.3,,Euroraum,Euro area
1985-06-30,EA,ESI,92.3,,Euroraum,Euro area
1985-06-30,BE,INDU,-15.7,BEL,Belgien,Belgium
1985-06-30,BE,CONS,-24.1,BEL,Belgien,Belgium
1985-06-30,BE,RETA,-5.1,BEL,Belgien,Belgium
1985-06-30,BE,ESI,77.4,BEL,Belgien,Belgium
1985-06-30,DK,INDU,4.8,DNK,Dänemark,Denmark
1985-06-30,DK,CONS,-3.4,DNK,Dänemark,Denmark
1985-06-30,DK,BUIL,-4.2,DNK,Dänemark,Denmark
1985-06-30,DK,ESI,105.7,DNK,Dänemark,Denmark
1985-06-30,DE,INDU,-4.9,DEU,Deutschland,Germany
1985-06-30,DE,CONS,-9.3,DEU,Deutschland,Germany
1985-06-30,DE,RETA,-13.9,DEU,Deutschland,Germany
1985-06-30,DE,BUIL,-53.3,DEU,Deutschland,Germany
1985-06-30,DE,ESI,96.8,DEU,Deutschland,Germany
1985-06-30,IE,INDU,2.2,IRL,Irland,Ireland
1985-06-30,IE,CONS,-22.8,IRL,Irland,Ireland
1985-06-30,IE,BUIL,-30,IRL,Irland,Ireland
1985-06-30,IE,ESI,88,IRL,Irland,Ireland
1985-06-30,EL,INDU,-4.7,GRC,Griechenland,Greece
1985-06-30,EL,CONS,-0.3,GRC,Griechenland,Greece
1985-06-30,EL,BUIL,-21.6,GRC,Griechenland,Greece
1985-06-30,EL,ESI,106.2,GRC,Griechenland,Greece
1985-06-30,FR,INDU,-16.5,FRA,Frankreich,France
1985-06-30,FR,CONS,-15.7,FRA,Frankreich,France
1985-06-30,FR,RETA,-19.9,FRA,Frankreich,France
1985-06-30,FR,BUIL,-37,FRA,Frankreich,France
1985-06-30,FR,ESI,83.7,FRA,Frankreich,France
1985-06-30,IT,INDU,-9.8,ITA,Italien,Italy
1985-06-30,IT,CONS,-11,ITA,Italien,Italy
1985-06-30,IT,BUIL,-35.8,ITA,Italien,Italy
1985-06-30,IT,ESI,86.6,ITA,Italien,Italy
1985-06-30,LU,INDU,-2.5,LUX,Luxemburg,Luxembourg
1985-06-30,LU,BUIL,-48.8,LUX,Luxemburg,Luxembourg
1985-06-30,LU,ESI,105.9,LUX,Luxemburg,Luxembourg
1985-06-30,NL,INDU,-1.1,NLD,Niederlande,Netherlands
1985-06-30,NL,CONS,-8.5,NLD,Niederlande,Netherlands
1985-06-30,NL,BUIL,-22.7,NLD,Niederlande,Netherlands
1985-06-30,NL,ESI,98.7,NLD,Niederlande,Netherlands
1985-06-30,AT,INDU,-6.8,AUT,Österreich,Austria
1985-06-30,AT,ESI,93.3,AUT,Österreich,Austria
1985-06-30,FI,BUIL,-17.7,FIN,Finnland,Finland
1985-06-30,FI,ESI,90.6,FIN,Finnland,Finland
1985-06-30,UK,INDU,3.3,GBR,Großbritannien,United Kingdom
1985-06-30,UK,CONS,-14.7,GBR,Großbritannien,United Kingdom
1985-06-30,UK,RETA,11.3,GBR,Großbritannien,United Kingdom
1985-06-30,UK,BUIL,-19.8,GBR,Großbritannien,United Kingdom
1985-06-30,UK,ESI,103,GBR,Großbritannien,United Kingdom
1985-07-31,EU,INDU,-7.4,,Europäische Union,European Union
1985-07-31,EU,CONS,-11.2,,Europäische Union,European Union
1985-07-31,EU,BUIL,-39,,Europäische Union,European Union
1985-07-31,EU,ESI,94,,Europäische Union,European Union
1985-07-31,EA,INDU,-8.1,,Euroraum,Euro area
1985-07-31,EA,CONS,-11.6,,Euroraum,Euro area
1985-07-31,EA,RETA,-19.4,,Euroraum,Euro area
1985-07-31,EA,BUIL,-41,,Euroraum,Euro area
1985-07-31,EA,ESI,92.6,,Euroraum,Euro area
1985-07-31,BE,INDU,-13.6,BEL,Belgien,Belgium
1985-07-31,BE,CONS,-23.4,BEL,Belgien,Belgium
1985-07-31,BE,RETA,-3.8,BEL,Belgien,Belgium
1985-07-31,BE,ESI,81.1,BEL,Belgien,Belgium
1985-07-31,DK,INDU,6.3,DNK,Dänemark,Denmark
1985-07-31,DK,CONS,-1.5,DNK,Dänemark,Denmark
1985-07-31,DK,BUIL,12.7,DNK,Dänemark,Denmark
1985-07-31,DK,ESI,110.1,DNK,Dänemark,Denmark
1985-07-31,DE,INDU,-5.5,DEU,Deutschland,Germany
1985-07-31,DE,CONS,-8,DEU,Deutschland,Germany
1985-07-31,DE,RETA,-22.9,DEU,Deutschland,Germany
1985-07-31,DE,BUIL,-50.9,DEU,Deutschland,Germany
1985-07-31,DE,ESI,96.8,DEU,Deutschland,Germany
1985-07-31,IE,INDU,6.2,IRL,Irland,Ireland
1985-07-31,IE,CONS,-17.9,IRL,Irland,Ireland
1985-07-31,IE,BUIL,-29.7,IRL,Irland,Ireland
1985-07-31,IE,ESI,92.1,IRL,Irland,Ireland
1985-07-31,EL,INDU,-3.2,GRC,Griechenland,Greece
1985-07-31,EL,CONS,-0.3,GRC,Griechenland,Greece
1985-07-31,EL,BUIL,-26.1,GRC,Griechenland,Greece
1985-07-31,EL,ESI,108.5,GRC,Griechenland,Greece
1985-07-31,FR,INDU,-16.8,FRA,Frankreich,France
1985-07-31,FR,CONS,-20.4,FRA,Frankreich,France
1985-07-31,FR,RETA,-18,FRA,Frankreich,France
1985-07-31,FR,BUIL,-35.9,FRA,Frankreich,France
1985-07-31,FR,ESI,80.4,FRA,Frankreich,France
1985-07-31,IT,INDU,-8.5,ITA,Italien,Italy
1985-07-31,IT,CONS,-8.6,ITA,Italien,Italy
1985-07-31,IT,BUIL,-33.6,ITA,Italien,Italy
1985-07-31,IT,ESI,91.7,ITA,Italien,Italy
1985-07-31,LU,INDU,-2.1,LUX,Luxemburg,Luxembourg
1985-07-31,LU,BUIL,-44.1,LUX,Luxemburg,Luxembourg
1985-07-31,LU,ESI,106.8,LUX,Luxemburg,Luxembourg
1985-07-31,NL,INDU,-0.1,NLD,Niederlande,Netherlands
1985-07-31,NL,CONS,-3.9,NLD,Niederlande,Netherlands
1985-07-31,NL,BUIL,-20.7,NLD,Niederlande,Netherlands
1985-07-31,NL,ESI,104.6,NLD,Niederlande,Netherlands
1985-07-31,AT,INDU,-7.1,AUT,Österreich,Austria
1985-07-31,AT,ESI,92.9,AUT,Österreich,Austria
1985-07-31,FI,BUIL,-29.3,FIN,Finnland,Finland
1985-07-31,FI,ESI,87.1,FIN,Finnland,Finland
1985-07-31,UK,INDU,0.1,GBR,Großbritannien,United Kingdom
1985-07-31,UK,CONS,-12.8,GBR,Großbritannien,United Kingdom
1985-07-31,UK,RETA,16.7,GBR,Großbritannien,United Kingdom
1985-07-31,UK,BUIL,-20.7,GBR,Großbritannien,United Kingdom
1985-07-31,UK,ESI,101.4,GBR,Großbritannien,United Kingdom
1985-08-31,EU,INDU,-7.4,,Europäische Union,European Union
1985-08-31,EU,CONS,-11,,Europäische Union,European Union
1985-08-31,EU,BUIL,-35.9,,Europäische Union,European Union
1985-08-31,EU,ESI,94.1,,Europäische Union,European Union
1985-08-31,EA,INDU,-7.7,,Euroraum,Euro area
1985-08-31,EA,CONS,-11.3,,Euroraum,Euro area
1985-08-31,EA,RETA,-13.9,,Euroraum,Euro area
1985-08-31,EA,BUIL,-38.8,,Euroraum,Euro area
1985-08-31,EA,ESI,93.5,,Euroraum,Euro area
1985-08-31,BE,INDU,-14.4,BEL,Belgien,Belgium
1985-08-31,BE,CONS,-24,BEL,Belgien,Belgium
1985-08-31,BE,RETA,-2.5,BEL,Belgien,Belgium
1985-08-31,BE,ESI,79.7,BEL,Belgien,Belgium
1985-08-31,DK,INDU,6.2,DNK,Dänemark,Denmark
1985-08-31,DK,CONS,-1.4,DNK,Dänemark,Denmark
1985-08-31,DK,BUIL,12.5,DNK,Dänemark,Denmark
1985-08-31,DK,ESI,110.2,DNK,Dänemark,Denmark
1985-08-31,DE,INDU,-3.9,DEU,Deutschland,Germany
1985-08-31,DE,CONS,-7.6,DEU,Deutschland,Germany
1985-08-31,DE,RETA,-15.9,DEU,Deutschland,Germany
1985-08-31,DE,BUIL,-48.5,DEU,Deutschland,Germany
1985-08-31,DE,ESI,98.7,DEU,Deutschland,Germany
1985-08-31,IE,INDU,12.5,IRL,Irland,Ireland
1985-08-31,IE,CONS,-17.9,IRL,Irland,Ireland
1985-08-31,IE,BUIL,-27.9,IRL,Irland,Ireland
1985-08-31,IE,ESI,96.4,IRL,Irland,Ireland
1985-08-31,EL,INDU,-4.8,GRC,Griechenland,Greece
1985-08-31,EL,CONS,-0.3,GRC,Griechenland,Greece
1985-08-31,EL,BUIL,-25.7,GRC,Griechenland,Greece
1985-08-31,EL,ESI,107.9,GRC,Griechenland,Greece
1985-08-31,FR,INDU,-16.7,FRA,Frankreich,France
1985-08-31,FR,CONS,-20,FRA,Frankreich,France
1985-08-31,FR,RETA,-13.3,FRA,Frankreich,France
1985-08-31,FR,BUIL,-34.6,FRA,Frankreich,France
1985-08-31,FR,ESI,81.8,FRA,Frankreich,France
1985-08-31,IT,INDU,-9.9,ITA,Italien,Italy
1985-08-31,IT,CONS,-8.5,ITA,Italien,Italy
1985-08-31,IT,BUIL,-31.3,ITA,Italien,Italy
1985-08-31,IT,ESI,84.7,ITA,Italien,Italy
1985-08-31,LU,INDU,6.3,LUX,Luxemburg,Luxembourg
1985-08-31,LU,BUIL,-45.8,LUX,Luxemburg,Luxembourg
1985-08-31,LU,ESI,113.5,LUX,Luxemburg,Luxembourg
1985-08-31,NL,INDU,-2.7,NLD,Niederlande,Netherlands
