date,country,series,value
2006-03-31,NL,EEI,109.1
2006-03-31,AT,INDU,2.5
2006-03-31,AT,SERV,17.5
2006-03-31,AT,CONS,-5.7
2006-03-31,AT,RETA,-0.2
2006-03-31,AT,BUIL,-7.2
2006-03-31,AT,ESI,106.7
2006-03-31,AT,EEI,103.9
2006-03-31,PL,INDU,-10.5
2006-03-31,PL,SERV,9.1
2006-03-31,PL,CONS,-4.7
2006-03-31,PL,RETA,-2.7
2006-03-31,PL,BUIL,-20.6
2006-03-31,PL,ESI,106
2006-03-31,PL,EEI,102.7
2006-03-31,PT,INDU,-7.5
2006-03-31,PT,SERV,-2.7
2006-03-31,PT,CONS,-16.2
2006-03-31,PT,RETA,-12
2006-03-31,PT,BUIL,-34.5
2006-03-31,PT,ESI,96.2
2006-03-31,PT,EEI,94.9
2006-03-31,RO,INDU,3
2006-03-31,RO,SERV,21.3
2006-03-31,RO,CONS,-14.4
2006-03-31,RO,RETA,8.7
2006-03-31,RO,BUIL,-9.5
2006-03-31,RO,ESI,107.4
2006-03-31,RO,EEI,105.4
2006-03-31,SI,INDU,8.3
2006-03-31,SI,SERV,31.1
2006-03-31,SI,CONS,-18.2
2006-03-31,SI,RETA,17.9
2006-03-31,SI,BUIL,7.3
2006-03-31,SI,ESI,109.1
2006-03-31,SI,EEI,102.1
2006-03-31,SK,INDU,5.4
2006-03-31,SK,SERV,38.1
2006-03-31,SK,CONS,-13.7
2006-03-31,SK,RETA,27.1
2006-03-31,SK,BUIL,-6.6
2006-03-31,SK,ESI,110.3
2006-03-31,SK,EEI,90.6
2006-03-31,FI,INDU,12.2
2006-03-31,FI,SERV,25.6
2006-03-31,FI,CONS,-0.9
2006-03-31,FI,RETA,6.7
2006-03-31,FI,BUIL,10.5
2006-03-31,FI,ESI,111
2006-03-31,FI,EEI,109.1
2006-03-31,SE,INDU,0.4
2006-03-31,SE,SERV,35.5
2006-03-31,SE,CONS,3.9
2006-03-31,SE,RETA,26
2006-03-31,SE,BUIL,17.5
2006-03-31,SE,ESI,106.2
2006-03-31,SE,EEI,102.7
2006-03-31,UK,INDU,-12
2006-03-31,UK,SERV,7.6
2006-03-31,UK,CONS,-7.8
2006-03-31,UK,RETA,-3.2
2006-03-31,UK,BUIL,-12
2006-03-31,UK,ESI,99.7
2006-03-31,UK,EEI,97
2006-04-30,EU,INDU,2.6
2006-04-30,EU,SERV,17
2006-04-30,EU,CONS,-8.4
2006-04-30,EU,RETA,0.5
2006-04-30,EU,BUIL,-0.7
2006-04-30,EU,ESI,108
2006-04-30,EU,EEI,105.6
2006-04-30,EA,INDU,3.3
2006-04-30,EA,SERV,16.1
2006-04-30,EA,CONS,-9.2
2006-04-30,EA,RETA,-0.7
2006-04-30,EA,BUIL,-1.2
2006-04-30,EA,ESI,107.7
2006-04-30,EA,EEI,106
2006-04-30,BE,INDU,2.2
2006-04-30,BE,SERV,19.9
2006-04-30,BE,CONS,-3.5
2006-04-30,BE,RETA,-7.6
2006-04-30,BE,BUIL,1.7
2006-04-30,BE,ESI,111.9
2006-04-30,BE,EEI,105.7
2006-04-30,BG,INDU,1
2006-04-30,BG,SERV,13
2006-04-30,BG,CONS,-26.8
2006-04-30,BG,RETA,11.9
2006-04-30,BG,BUIL,-11.6
2006-04-30,BG,ESI,106.2
2006-04-30,BG,EEI,96
2006-04-30,CZ,INDU,9.4
2006-04-30,CZ,SERV,42.3
2006-04-30,CZ,CONS,-1.9
2006-04-30,CZ,RETA,17.9
2006-04-30,CZ,BUIL,-4
2006-04-30,CZ,ESI,111.5
2006-04-30,CZ,EEI,108.9
2006-04-30,DK,INDU,0.2
2006-04-30,DK,CONS,9
2006-04-30,DK,BUIL,14.3
2006-04-30,DK,ESI,113.8
2006-04-30,DE,INDU,4.1
2006-04-30,DE,SERV,14.5
2006-04-30,DE,CONS,-8.3
2006-04-30,DE,RETA,-9.2
2006-04-30,DE,BUIL,-20.3
2006-04-30,DE,ESI,103.4
2006-04-30,DE,EEI,101
2006-04-30,EE,INDU,17.6
2006-04-30,EE,SERV,15.6
2006-04-30,EE,CONS,10.9
2006-04-30,EE,RETA,29.5
2006-04-30,EE,BUIL,41.1
2006-04-30,EE,ESI,113.2
2006-04-30,EE,EEI,111.7
2006-04-30,IE,INDU,15.3
2006-04-30,IE,SERV,23.9
2006-04-30,IE,CONS,5.1
2006-04-30,IE,RETA,9.8
2006-04-30,IE,BUIL,8.5
2006-04-30,IE,ESI,105.1
2006-04-30,IE,EEI,104.5
2006-04-30,EL,INDU,2.4
2006-04-30,EL,SERV,23.1
2006-04-30,EL,CONS,-29
2006-04-30,EL,RETA,24.2
2006-04-30,EL,BUIL,-23
2006-04-30,EL,ESI,106.5
2006-04-30,EL,EEI,104.7
2006-04-30,ES,INDU,-3.3
2006-04-30,ES,SERV,17.6
2006-04-30,ES,CONS,-11.4
2006-04-30,ES,RETA,-1
2006-04-30,ES,BUIL,11.7
2006-04-30,ES,ESI,104.4
2006-04-30,ES,EEI,107.6
2006-04-30,FR,INDU,-0.8
2006-04-30,FR,SERV,9.4
2006-04-30,FR,CONS,-7.6
2006-04-30,FR,RETA,-1.4
2006-04-30,FR,BUIL,19.2
2006-04-30,FR,ESI,107.6
2006-04-30,FR,EEI,105.7
2006-04-30,HR,CONS,-17.1
2006-04-30,IT,INDU,4.8
2006-04-30,IT,SERV,18.6
2006-04-30,IT,CONS,-11.5
2006-04-30,IT,RETA,3.1
2006-04-30,IT,BUIL,-14.2
2006-04-30,IT,ESI,111
2006-04-30,IT,EEI,105
2006-04-30,CY,INDU,-0.4
2006-04-30,CY,SERV,15.1
2006-04-30,CY,CONS,-21.6
2006-04-30,CY,RETA,7.7
2006-04-30,CY,BUIL,-3.9
2006-04-30,CY,ESI,101.5
2006-04-30,CY,EEI,102.9
2006-04-30,LV,INDU,4.3
2006-04-30,LV,SERV,16.1
2006-04-30,LV,CONS,8.7
2006-04-30,LV,RETA,18.5
2006-04-30,LV,BUIL,10
2006-04-30,LV,ESI,112.1
2006-04-30,LV,EEI,115.6
2006-04-30,LT,INDU,6.1
2006-04-30,LT,SERV,19.1
2006-04-30,LT,CONS,4.4
2006-04-30,LT,RETA,21.1
2006-04-30,LT,BUIL,1.5
2006-04-30,LT,ESI,113
2006-04-30,LT,EEI,109.5
2006-04-30,LU,INDU,-4
2006-04-30,LU,CONS,-9.6
2006-04-30,LU,BUIL,-24.2
2006-04-30,LU,ESI,104.9
2006-04-30,HU,INDU,2.3
2006-04-30,HU,SERV,-1.9
2006-04-30,HU,CONS,-2.7
2006-04-30,HU,RETA,-4.5
2006-04-30,HU,BUIL,-10.7
2006-04-30,HU,ESI,106.6
2006-04-30,HU,EEI,99.7
2006-04-30,MT,INDU,5.8
2006-04-30,MT,CONS,-24.3
2006-04-30,MT,ESI,98.6
2006-04-30,NL,INDU,4.3
2006-04-30,NL,SERV,29.3
2006-04-30,NL,CONS,-1.3
2006-04-30,NL,RETA,16.4
2006-04-30,NL,BUIL,7.8
2006-04-30,NL,ESI,110.6
2006-04-30,NL,EEI,111
2006-04-30,AT,INDU,6.8
2006-04-30,AT,SERV,22.7
2006-04-30,AT,CONS,-7.2
2006-04-30,AT,RETA,2.1
2006-04-30,AT,BUIL,-1.6
2006-04-30,AT,ESI,109.7
2006-04-30,AT,EEI,107
2006-04-30,PL,INDU,-10.6
2006-04-30,PL,SERV,8.5
2006-04-30,PL,CONS,-7.4
2006-04-30,PL,RETA,-1.5
2006-04-30,PL,BUIL,-18.8
2006-04-30,PL,ESI,105
2006-04-30,PL,EEI,103.9
2006-04-30,PT,INDU,-6.3
2006-04-30,PT,SERV,-1.9
2006-04-30,PT,CONS,-17.2
2006-04-30,PT,RETA,-5.7
2006-04-30,PT,BUIL,-38.7
2006-04-30,PT,ESI,99
2006-04-30,PT,EEI,96.8
2006-04-30,RO,INDU,0.4
2006-04-30,RO,SERV,20.4
2006-04-30,RO,CONS,-12.4
2006-04-30,RO,RETA,12.5
2006-04-30,RO,BUIL,-8.7
2006-04-30,RO,ESI,106.1
2006-04-30,RO,EEI,101.9
2006-04-30,SI,INDU,9.5
2006-04-30,SI,SERV,22.1
2006-04-30,SI,CONS,-17.2
2006-04-30,SI,RETA,23.1
2006-04-30,SI,BUIL,10.6
2006-04-30,SI,ESI,108.3
2006-04-30,SI,EEI,101.9
2006-04-30,SK,INDU,9.6
2006-04-30,SK,SERV,45.2
2006-04-30,SK,CONS,-14.7
2006-04-30,SK,RETA,24
2006-04-30,SK,BUIL,2
2006-04-30,SK,ESI,114.3
2006-04-30,SK,EEI,97.7
2006-04-30,FI,INDU,16.1
2006-04-30,FI,SERV,23.5
2006-04-30,FI,CONS,-1.8
2006-04-30,FI,RETA,6.4
2006-04-30,FI,BUIL,8
2006-04-30,FI,ESI,111
2006-04-30,FI,EEI,104.4
2006-04-30,SE,INDU,1.1
2006-04-30,SE,SERV,38.7
2006-04-30,SE,CONS,3
2006-04-30,SE,RETA,28.2
2006-04-30,SE,BUIL,29.9
2006-04-30,SE,ESI,107.3
2006-04-30,SE,EEI,101.7
2006-04-30,UK,INDU,-0.3
2006-04-30,UK,SERV,19.7
2006-04-30,UK,CONS,-4.2
2006-04-30,UK,RETA,5
2006-04-30,UK,BUIL,-8.6
2006-04-30,UK,ESI,109.4
2006-04-30,UK,EEI,99.2
2006-05-31,EU,INDU,3
2006-05-31,EU,SERV,18.1
2006-05-31,EU,CONS,-8.8
2006-05-31,EU,RETA,-1.6
2006-05-31,EU,BUIL,0.1
2006-05-31,EU,ESI,108.4
2006-05-31,EU,EEI,105
2006-05-31,EA,INDU,3.5
2006-05-31,EA,SERV,17.3
2006-05-31,EA,CONS,-9.5
2006-05-31,EA,RETA,-3
2006-05-31,EA,BUIL,-0.2
2006-05-31,EA,ESI,108.2
2006-05-31,EA,EEI,105.1
2006-05-31,BE,INDU,2.8
2006-05-31,BE,SERV,16.1
2006-05-31,BE,CONS,-5
2006-05-31,BE,RETA,1.6
2006-05-31,BE,BUIL,1.8
2006-05-31,BE,ESI,110.8
2006-05-31,BE,EEI,107.1
2006-05-31,BG,INDU,0.1
2006-05-31,BG,SERV,24.2
2006-05-31,BG,CONS,-24.6
2006-05-31,BG,RETA,12
2006-05-31,BG,BUIL,-12.7
2006-05-31,BG,ESI,110.9
2006-05-31,BG,EEI,100.9
2006-05-31,CZ,INDU,10.5
2006-05-31,CZ,SERV,46.7
2006-05-31,CZ,CONS,-2.6
2006-05-31,CZ,RETA,18.7
2006-05-31,CZ,BUIL,-2.3
2006-05-31,CZ,ESI,112.4
2006-05-31,CZ,EEI,111.5
2006-05-31,DK,INDU,-1.1
2006-05-31,DK,CONS,8.5
2006-05-31,DK,BUIL,16.2
2006-05-31,DK,ESI,112.3
2006-05-31,DE,INDU,4
2006-05-31,DE,SERV,18.1
2006-05-31,DE,CONS,-5.9
2006-05-31,DE,RETA,-9.7
2006-05-31,DE,BUIL,-18.7
2006-05-31,DE,ESI,105.3
2006-05-31,DE,EEI,99.9
2006-05-31,EE,INDU,16.2
2006-05-31,EE,SERV,17.9
2006-05-31,EE,CONS,12
2006-05-31,EE,RETA,33.5
2006-05-31,EE,BUIL,48.5
2006-05-31,EE,ESI,114.1
2006-05-31,EE,EEI,114.3
2006-05-31,IE,INDU,10.2
2006-05-31,IE,SERV,20.7
2006-05-31,IE,CONS,0.2
2006-05-31,IE,RETA,13.3
2006-05-31,IE,BUIL,3.4
2006-05-31,IE,ESI,102.7
2006-05-31,IE,EEI,103.3
2006-05-31,EL,INDU,4.5
2006-05-31,EL,SERV,34.1
2006-05-31,EL,CONS,-27.8
2006-05-31,EL,RETA,14.2
2006-05-31,EL,BUIL,-18.9
2006-05-31,EL,ESI,109.1
2006-05-31,EL,EEI,107.8
2006-05-31,ES,INDU,0.5
2006-05-31,ES,SERV,20.1
2006-05-31,ES,CONS,-12.5
2006-05-31,ES,RETA,-14.7
2006-05-31,ES,BUIL,10.4
2006-05-31,ES,ESI,105.7
2006-05-31,ES,EEI,104.5
2006-05-31,FR,INDU,0.6
2006-05-31,FR,SERV,11
2006-05-31,FR,CONS,-11.9
2006-05-31,FR,RETA,-1.1
2006-05-31,FR,BUIL,20.9
2006-05-31,FR,ESI,107.8
2006-05-31,FR,EEI,103.8
2006-05-31,HR,CONS,-17
2006-05-31,IT,INDU,4.7
2006-05-31,IT,SERV,15.9
2006-05-31,IT,CONS,-9.9
2006-05-31,IT,RETA,4.4
2006-05-31,IT,BUIL,-13.4
2006-05-31,IT,ESI,110.7
2006-05-31,IT,EEI,108.2
2006-05-31,CY,INDU,4.7
2006-05-31,CY,SERV,14.7
2006-05-31,CY,CONS,-21.6
2006-05-31,CY,RETA,-5.5
2006-05-31,CY,BUIL,-30.8
2006-05-31,CY,ESI,101.7
2006-05-31,CY,EEI,102.6
2006-05-31,LV,INDU,5.3
2006-05-31,LV,SERV,15.1
2006-05-31,LV,CONS,10.4
2006-05-31,LV,RETA,16.5
2006-05-31,LV,BUIL,13.6
2006-05-31,LV,ESI,112.7
2006-05-31,LV,EEI,113.2
2006-05-31,LT,INDU,7.2
2006-05-31,LT,SERV,17.8
2006-05-31,LT,CONS,4.3
2006-05-31,LT,RETA,14
2006-05-31,LT,BUIL,6.9
2006-05-31,LT,ESI,113.8
2006-05-31,LT,EEI,109.6
2006-05-31,LU,INDU,-6.7
2006-05-31,LU,CONS,-12.7
2006-05-31,LU,BUIL,-30.3
2006-05-31,LU,ESI,99.8
2006-05-31,HU,INDU,-1.9
2006-05-31,HU,SERV,-3.2
2006-05-31,HU,CONS,-16.1
2006-05-31,HU,RETA,-2.3
2006-05-31,HU,BUIL,-3.5
2006-05-31,HU,ESI,102.4
2006-05-31,HU,EEI,96.4
2006-05-31,MT,INDU,0.8
2006-05-31,MT,CONS,-23.9
2006-05-31,MT,ESI,96.8
2006-05-31,NL,INDU,2.8
2006-05-31,NL,SERV,28.5
2006-05-31,NL,CONS,-2.5
2006-05-31,NL,RETA,18.5
2006-05-31,NL,BUIL,14.7
2006-05-31,NL,ESI,108.6
2006-05-31,NL,EEI,110.8
2006-05-31,AT,INDU,7.7
2006-05-31,AT,SERV,27.5
2006-05-31,AT,CONS,-6.4
2006-05-31,AT,RETA,-10
2006-05-31,AT,BUIL,-6.5
2006-05-31,AT,ESI,110.9
2006-05-31,AT,EEI,102.7
2006-05-31,PL,INDU,-8.5
2006-05-31,PL,SERV,8.4
2006-05-31,PL,CONS,-6.9
2006-05-31,PL,RETA,-1.2
2006-05-31,PL,BUIL,-16.5
2006-05-31,PL,ESI,107.3
2006-05-31,PL,EEI,105
2006-05-31,PT,INDU,-4.6
2006-05-31,PT,SERV,2.2
2006-05-31,PT,CONS,-18.6
2006-05-31,PT,RETA,-11.2
2006-05-31,PT,BUIL,-34.5
2006-05-31,PT,ESI,99.7
2006-05-31,PT,EEI,99.4
2006-05-31,RO,INDU,1.5
2006-05-31,RO,SERV,24.9
2006-05-31,RO,CONS,-10.5
2006-05-31,RO,RETA,16.3
2006-05-31,RO,BUIL,-5
2006-05-31,RO,ESI,108.9
2006-05-31,RO,EEI,105.6
2006-05-31,SI,INDU,4.9
2006-05-31,SI,SERV,33
2006-05-31,SI,CONS,-14.7
2006-05-31,SI,RETA,23.1
2006-05-31,SI,BUIL,7.1
2006-05-31,SI,ESI,109.4
2006-05-31,SI,EEI,100.7
2006-05-31,SK,INDU,18.2
2006-05-31,SK,SERV,47.7
2006-05-31,SK,CONS,-15.2
2006-05-31,SK,RETA,26.3
2006-05-31,SK,BUIL,1.1
2006-05-31,SK,ESI,118.5
2006-05-31,SK,EEI,98.8
2006-05-31,FI,INDU,14.8
2006-05-31,FI,SERV,26.1
2006-05-31,FI,CONS,-0.4
2006-05-31,FI,RETA,1.6
2006-05-31,FI,BUIL,5.9
2006-05-31,FI,ESI,111.8
2006-05-31,FI,EEI,107.9
2006-05-31,SE,INDU,-0.3
2006-05-31,SE,SERV,36.8
2006-05-31,SE,CONS,4.9
2006-05-31,SE,RETA,30.2
2006-05-31,SE,BUIL,27.6
2006-05-31,SE,ESI,107.3
2006-05-31,SE,EEI,100.9
2006-05-31,UK,INDU,-3.1
2006-05-31,UK,SERV,11.2
2006-05-31,UK,CONS,-6.8
2006-05-31,UK,RETA,4.1
2006-05-31,UK,BUIL,-5.2
2006-05-31,UK,ESI,106
2006-05-31,UK,EEI,98.8
2006-06-30,EU,INDU,4.1
2006-06-30,EU,SERV,17.4
2006-06-30,EU,CONS,-9.5
2006-06-30,EU,RETA,0.5
2006-06-30,EU,BUIL,0.6
2006-06-30,EU,ESI,108.6
2006-06-30,EU,EEI,105.9
2006-06-30,EA,INDU,4.6
2006-06-30,EA,SERV,16.5
2006-06-30,EA,CONS,-10.1
2006-06-30,EA,RETA,-0.7
2006-06-30,EA,BUIL,0.4
2006-06-30,EA,ESI,108.3
2006-06-30,EA,EEI,106.4
2006-06-30,BE,INDU,1.8
2006-06-30,BE,SERV,20.9
2006-06-30,BE,CONS,-3.8
2006-06-30,BE,RETA,5
2006-06-30,BE,BUIL,0.4
2006-06-30,BE,ESI,110.9
2006-06-30,BE,EEI,110.4
2006-06-30,BG,INDU,1.7
2006-06-30,BG,SERV,24.5
2006-06-30,BG,CONS,-24.4
2006-06-30,BG,RETA,12.3
2006-06-30,BG,BUIL,-8.4
2006-06-30,BG,ESI,111.6
2006-06-30,BG,EEI,101.2
2006-06-30,CZ,INDU,10.2
2006-06-30,CZ,SERV,50.4
2006-06-30,CZ,CONS,-1.7
2006-06-30,CZ,RETA,19.9
2006-06-30,CZ,BUIL,-2.3
2006-06-30,CZ,ESI,113.6
2006-06-30,CZ,EEI,107
2006-06-30,DK,INDU,3.3
2006-06-30,DK,CONS,8.3
2006-06-30,DK,BUIL,15.8
2006-06-30,DK,ESI,115
2006-06-30,DE,INDU,5.2
2006-06-30,DE,SERV,14.7
2006-06-30,DE,CONS,-7.4
2006-06-30,DE,RETA,-6.7
2006-06-30,DE,BUIL,-17.3
2006-06-30,DE,ESI,104.5
2006-06-30,DE,EEI,102.6
2006-06-30,EE,INDU,21.1
2006-06-30,EE,SERV,19.1
2006-06-30,EE,CONS,10.3
2006-06-30,EE,RETA,34.7
2006-06-30,EE,BUIL,44.8
2006-06-30,EE,ESI,116
2006-06-30,EE,EEI,111.2
2006-06-30,IE,INDU,21.7
2006-06-30,IE,SERV,20.7
2006-06-30,IE,CONS,-4.3
2006-06-30,IE,RETA,10.5
2006-06-30,IE,BUIL,12.3
2006-06-30,IE,ESI,105.6
2006-06-30,IE,EEI,103.6
2006-06-30,EL,INDU,5.7
2006-06-30,EL,SERV,31.7
2006-06-30,EL,CONS,-24.4
2006-06-30,EL,RETA,22.7
2006-06-30,EL,BUIL,-17.4
2006-06-30,EL,ESI,109.2
2006-06-30,EL,EEI,107.6
2006-06-30,ES,INDU,0.3
2006-06-30,ES,SERV,14.1
2006-06-30,ES,CONS,-13.2
2006-06-30,ES,RETA,-22.8
2006-06-30,ES,BUIL,15.1
2006-06-30,ES,ESI,103.4
2006-06-30,ES,EEI,103.6
2006-06-30,FR,INDU,-0.7
2006-06-30,FR,SERV,9.6
2006-06-30,FR,CONS,-12.2
2006-06-30,FR,RETA,2.5
2006-06-30,FR,BUIL,20.4
2006-06-30,FR,ESI,106.8
2006-06-30,FR,EEI,108.3
2006-06-30,HR,CONS,-14
2006-06-30,IT,INDU,6.7
2006-06-30,IT,SERV,18.9
2006-06-30,IT,CONS,-12.4
2006-06-30,IT,RETA,2.4
2006-06-30,IT,BUIL,-13.6
2006-06-30,IT,ESI,112.4
2006-06-30,IT,EEI,104.2
2006-06-30,CY,INDU,2.9
2006-06-30,CY,SERV,12.9
2006-06-30,CY,CONS,-18.9
2006-06-30,CY,RETA,3
2006-06-30,CY,BUIL,-2.2
2006-06-30,CY,ESI,102.2
2006-06-30,CY,EEI,107.5
2006-06-30,LV,INDU,4.3
2006-06-30,LV,SERV,17.1
2006-06-30,LV,CONS,10.6
2006-06-30,LV,RETA,17.1
2006-06-30,LV,BUIL,13.3
2006-06-30,LV,ESI,112.8
2006-06-30,LV,EEI,111.9
2006-06-30,LT,INDU,4.6
2006-06-30,LT,SERV,22.2
2006-06-30,LT,CONS,5.2
2006-06-30,LT,RETA,27.5
2006-06-30,LT,BUIL,7.7
2006-06-30,LT,ESI,113.4
2006-06-30,LT,EEI,110.3
2006-06-30,LU,INDU,-9.7
2006-06-30,LU,CONS,-6.9
2006-06-30,LU,BUIL,-28.9
2006-06-30,LU,ESI,102.6
2006-06-30,HU,INDU,-4.2
2006-06-30,HU,SERV,-6.7
2006-06-30,HU,CONS,-33.1
2006-06-30,HU,RETA,-6.1
2006-06-30,HU,BUIL,-10.2
2006-06-30,HU,ESI,95.4
2006-06-30,HU,EEI,94.2
2006-06-30,MT,INDU,9.5
2006-06-30,MT,CONS,-25.7
2006-06-30,MT,ESI,101.1
2006-06-30,NL,INDU,5.2
2006-06-30,NL,SERV,29.7
2006-06-30,NL,CONS,0.8
2006-06-30,NL,RETA,18.8
2006-06-30,NL,BUIL,14.2
2006-06-30,NL,ESI,112.4
2006-06-30,NL,EEI,111
2006-06-30,AT,INDU,3.8
2006-06-30,AT,SERV,28.8
2006-06-30,AT,CONS,-6.4
2006-06-30,AT,RETA,3
2006-06-30,AT,BUIL,-9.1
2006-06-30,AT,ESI,109.6
2006-06-30,AT,EEI,103.7
2006-06-30,PL,INDU,-7.3
2006-06-30,PL,SERV,7.4
2006-06-30,PL,CONS,-5
2006-06-30,PL,RETA,-0.9
2006-06-30,PL,BUIL,-13.3
2006-06-30,PL,ESI,108.3
2006-06-30,PL,EEI,104.3
2006-06-30,PT,INDU,-3
2006-06-30,PT,SERV,16.7
2006-06-30,PT,CONS,-17.2
2006-06-30,PT,RETA,-6.4
2006-06-30,PT,BUIL,-34
2006-06-30,PT,ESI,103.7
2006-06-30,PT,EEI,103.1
2006-06-30,RO,INDU,1.5
2006-06-30,RO,SERV,24.9
2006-06-30,RO,CONS,-11.2
2006-06-30,RO,RETA,15.4
2006-06-30,RO,BUIL,-4.7
2006-06-30,RO,ESI,108.4
2006-06-30,RO,EEI,109.1
2006-06-30,SI,INDU,14
2006-06-30,SI,SERV,32.2
2006-06-30,SI,CONS,-12.8
2006-06-30,SI,RETA,22.8
2006-06-30,SI,BUIL,12.1
2006-06-30,SI,ESI,115.6
2006-06-30,SI,EEI,101
2006-06-30,SK,INDU,10.1
2006-06-30,SK,SERV,45.9
2006-06-30,SK,CONS,-13.2
2006-06-30,SK,RETA,31.4
2006-06-30,SK,BUIL,2.8
2006-06-30,SK,ESI,115.6
2006-06-30,SK,EEI,95.3
2006-06-30,FI,INDU,18.9
2006-06-30,FI,SERV,26.3
2006-06-30,FI,CONS,0.6
2006-06-30,FI,RETA,4.2
2006-06-30,FI,BUIL,11.4
2006-06-30,FI,ESI,114
2006-06-30,FI,EEI,103.7
2006-06-30,SE,INDU,4.3
2006-06-30,SE,SERV,32
2006-06-30,SE,CONS,3.2
2006-06-30,SE,RETA,31.5
2006-06-30,SE,BUIL,18.4
2006-06-30,SE,ESI,107.7
2006-06-30,SE,EEI,98.9
2006-06-30,UK,INDU,-2.8
2006-06-30,UK,SERV,14.5
2006-06-30,UK,CONS,-5.5
2006-06-30,UK,RETA,7.9
2006-06-30,UK,BUIL,-2.3
2006-06-30,UK,ESI,106.8
2006-06-30,UK,EEI,106
2006-07-31,EU,INDU,4.4
2006-07-31,EU,SERV,16.7
2006-07-31,EU,CONS,-8.7
2006-07-31,EU,RETA,-0.1
2006-07-31,EU,BUIL,2.1
2006-07-31,EU,ESI,108.9
2006-07-31,EU,EEI,105.7
2006-07-31,EA,INDU,4.8
2006-07-31,EA,SERV,16
2006-07-31,EA,CONS,-9.2
2006-07-31,EA,RETA,-1.6
2006-07-31,EA,BUIL,1.5
2006-07-31,EA,ESI,108.7
2006-07-31,EA,EEI,105.8
2006-07-31,BE,INDU,4.7
2006-07-31,BE,SERV,17.6
2006-07-31,BE,CONS,-2.5
2006-07-31,BE,RETA,4.3
2006-07-31,BE,BUIL,2.5
2006-07-31,BE,ESI,112.8
2006-07-31,BE,EEI,106.4
2006-07-31,BG,INDU,10.5
2006-07-31,BG,SERV,25
2006-07-31,BG,CONS,-21.8
2006-07-31,BG,RETA,22.9
2006-07-31,BG,BUIL,-12.1
2006-07-31,BG,ESI,117.6
2006-07-31,BG,EEI,108.7
2006-07-31,CZ,INDU,12.6
2006-07-31,CZ,SERV,44.5
2006-07-31,CZ,CONS,-3.4
2006-07-31,CZ,RETA,22.1
2006-07-31,CZ,BUIL,1.3
2006-07-31,CZ,ESI,113.2
2006-07-31,CZ,EEI,108.4
2006-07-31,DK,INDU,0.7
2006-07-31,DK,CONS,6.5
2006-07-31,DK,BUIL,14.5
2006-07-31,DK,ESI,111.7
2006-07-31,DE,INDU,5.8
2006-07-31,DE,SERV,15.5
2006-07-31,DE,CONS,-8.5
2006-07-31,DE,RETA,-12.7
2006-07-31,DE,BUIL,-16.3
2006-07-31,DE,ESI,104.2
2006-07-31,DE,EEI,101.4
2006-07-31,EE,INDU,23.7
2006-07-31,EE,SERV,25.8
2006-07-31,EE,CONS,11.4
2006-07-31,EE,RETA,31.4
2006-07-31,EE,BUIL,40.1
2006-07-31,EE,ESI,118.8
2006-07-31,EE,EEI,110.8
2006-07-31,IE,INDU,28.1
2006-07-31,IE,SERV,27
2006-07-31,IE,CONS,0
2006-07-31,IE,RETA,8.7
2006-07-31,IE,BUIL,-17
2006-07-31,IE,ESI,110.3
2006-07-31,IE,EEI,101.5
2006-07-31,EL,INDU,3.5
2006-07-31,EL,SERV,32.7
2006-07-31,EL,CONS,-25.9
2006-07-31,EL,RETA,21.7
2006-07-31,EL,BUIL,-13
2006-07-31,EL,ESI,108.6
2006-07-31,EL,EEI,106.8
2006-07-31,ES,INDU,-1.2
2006-07-31,ES,SERV,13
2006-07-31,ES,CONS,-12.8
2006-07-31,ES,RETA,-9.7
2006-07-31,ES,BUIL,19.6
2006-07-31,ES,ESI,103.7
2006-07-31,ES,EEI,103.4
2006-07-31,FR,INDU,0.1
2006-07-31,FR,SERV,10
2006-07-31,FR,CONS,-8.9
2006-07-31,FR,RETA,-0.3
2006-07-31,FR,BUIL,23.5
2006-07-31,FR,ESI,108.5
2006-07-31,FR,EEI,108.1
2006-07-31,HR,CONS,-13.9
2006-07-31,IT,INDU,4.2
2006-07-31,IT,SERV,15
2006-07-31,IT,CONS,-9.9
2006-07-31,IT,RETA,2.2
2006-07-31,IT,BUIL,-10.5
2006-07-31,IT,ESI,110.3
2006-07-31,IT,EEI,103.2
2006-07-31,CY,INDU,2.4
2006-07-31,CY,SERV,16
2006-07-31,CY,CONS,-18.8
2006-07-31,CY,RETA,2.2
2006-07-31,CY,BUIL,-21.9
2006-07-31,CY,ESI,101.7
2006-07-31,CY,EEI,99.6
2006-07-31,LV,INDU,7.4
2006-07-31,LV,SERV,17.6
2006-07-31,LV,CONS,12.8
2006-07-31,LV,RETA,16.4
2006-07-31,LV,BUIL,13.4
2006-07-31,LV,ESI,116
2006-07-31,LV,EEI,113.3
2006-07-31,LT,INDU,3.9
2006-07-31,LT,SERV,30
2006-07-31,LT,CONS,4.3
2006-07-31,LT,RETA,35.6
2006-07-31,LT,BUIL,7.7
2006-07-31,LT,ESI,115.3
2006-07-31,LT,EEI,107.2
2006-07-31,LU,INDU,-7.6
2006-07-31,LU,CONS,-8.6
2006-07-31,LU,BUIL,-26.2
2006-07-31,LU,ESI,101.6
2006-07-31,HU,INDU,-2.7
2006-07-31,HU,SERV,-11
2006-07-31,HU,CONS,-38.2
2006-07-31,HU,RETA,-20.3
2006-07-31,HU,BUIL,-11.1
2006-07-31,HU,ESI,95.3
